,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
444,Mario Badescu,Oil Free Moisturizer Broad Spectrum SPF 30,28.0,9,1260,4.2222,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.71,46.91,14.0
445,Saturday Skin,Freeze Frame Beauty Essence,47.0,68,10831,4.6912,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.63,6.9,27.81
447,Est√©e Lauder,"DayWear Advanced Multi-Protection Anti-Oxidant Creme, Normal/Combination",54.0,42,3029,4.119,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.39,9.81,31.76
448,CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Dry Combination Skin,55.0,26,1666,4.3462,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,16.72,27.5
449,Mario Badescu,Seaweed Night Cream,22.0,12,1588,4.25,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.76,35.42,22.0
450,Dr. Dennis Gross Skincare,Alpha Beta¬Æ Exfoliating Moisturizer,68.0,76,4313,4.4211,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.76,5.82,34.0
451,Saturday Skin,Daily Dew Hydrating Essence Mist,34.0,166,11282,4.6687,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.47,2.81,7.74
452,Caudalie,Vinosource Mattifying Moisturizer,39.0,159,6851,4.1824,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.32,2.63,30.0
453,Clarins,Super Restorative Night Age Spot Correcting Replenishing Cream,137.0,7,1606,4.5714,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.44,65.31,105.38
454,Dior,Hydra Life Fresh Hydration Sorbet Cr√®me,69.0,88,4127,3.7841,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.13,4.3,40.59
455,Fresh,Umbrian Clay Oil-Free Lotion,36.0,294,9838,3.9966,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.99,1.36,21.18
456,CLINIQUE,Dramatically Different Moisturizing Cream,28.0,155,7318,4.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.12,2.84,16.47
457,Shiseido,Perfect Cleansing Oil,35.0,87,8823,4.5632,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,5.25,5.83
458,Josie Maran,Argan Moonstone Drops Makeup Priming and Highlighting Oil,48.0,198,11332,4.3636,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.2,28.24
459,AMOREPACIFIC,MOISTURE BOUND Skin Energy Hydration Delivery System,35.0,257,9143,4.3113,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.81,1.68,12.96
460,Peter Thomas Roth,10% Glycolic Solutions Moisturizer,45.0,316,3324,4.5443,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.51,1.44,20.45
461,CLINIQUE,Repairwear Uplifting Firming Cream,64.5,37,1770,3.7568,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.09,10.15,37.94
462,Shiseido,Essential Energy Day Cream SPF 20,48.0,13,1804,4.5385,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.72,34.91,28.24
463,Origins,Plantscription‚Ñ¢ Powerful Lifting Cream,64.0,18,1796,4.3333,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,24.07,37.65
464,Fresh,FreshFace Instant Glow Luminizer,38.0,37,6535,3.7838,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.57,10.23,38.0
465,CLINIQUE,Smart Night Custom-Repair Moisturizer - Dry Combination,58.0,26,2249,3.9615,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.16,15.24,34.12
466,Shiseido,Benefiance NutriPerfect Day Cream Broad Spectrum SPF 18,93.0,16,727,4.0625,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2,25.39,54.71
467,Jack Black,Epic Moisture‚Ñ¢ MP10‚Ñ¢ Nourishing Oil,35.0,117,3891,4.6838,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,4.0,17.5
468,Shiseido,Treatment Softener Enriched,50.0,3,526,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57,166.67,10.0
469,bareMinerals,OIL OBSESSED‚Ñ¢ Total Cleansing Oil,30.0,92,6566,4.5978,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.0,5.0
470,Dr. Jart+,Water Fuse Hydro Sleep Mask,48.0,234,11882,4.4145,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,1.89,26.67
471,Dr. Dennis Gross Skincare,Hydra-Pure¬Æ Oil-Free Moisture with Chelating Complex‚Ñ¢,78.0,125,5469,4.248,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.29,3.4,78.0
472,Shiseido,White Lucent All Day Brightener Broad Spectrum SPF 23 Moisturizer,62.0,8,3647,4.625,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22,57.81,34.44
473,Charlotte Tilbury,Charlotte's Magic Night Cream,145.0,31,2086,3.5161,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.49,11.34,85.29
474,Dr. Dennis Gross Skincare,Ferulic + Retinol Fortifying Neck Emulsion,75.0,16,3145,3.75,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,23.44,44.12
475,Omorovicza,Rejuvenating Night Cream,235.0,20,2218,4.6,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,23.0,138.24
476,Lancer,Omega Hydrating Oil,75.0,319,2479,4.5455,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,1.42,75.0
477,Peter Thomas Roth,Ultra-Lite Oil-Free Moisturizer,42.0,205,4266,4.2976,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.81,2.1,24.71
478,KORRES,Greek Yoghurt Advanced Nourishing Sleeping Facial,46.0,560,21222,4.3571,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0.78,34.07
479,Bobbi Brown,Extra Repair Moisturizing Balm SPF 25,100.0,23,2428,4.3478,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.95,18.9,58.82
480,Est√©e Lauder,DayWear Matte Oil-Control Anti-Oxidant Moisture Gel Creme,52.0,17,2703,4.8235,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.63,28.37,30.59
481,bareMinerals,BARE HAVEN‚Ñ¢ Essential Moisturizing Soft Cream,35.0,36,3200,4.0833,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.12,11.34,20.59
482,Caudalie,Premieres Vendanges Moisturizing Cream,35.0,227,4914,4.4714,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.62,1.97,25.93
483,Caudalie,Vinosource Overnight Recovery Oil,50.0,71,7382,4.4366,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,6.25,50.0
484,Clarins,Beauty Flash Balm,48.0,256,10820,4.3242,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.37,1.69,28.24
485,Kopari,Coconut Face Cream,38.0,89,6739,4.2697,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.32,4.8,15.2
486,philosophy,Ultimate Miracle Worker Night,80.0,59,3906,4.0169,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.51,6.81,47.06
487,Tata Harper,Illuminating Moisturizer,85.0,80,3470,3.3625,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.31,4.2,85.0
488,Blithe,Tundra Chaga Pressed Serum,49.0,56,6298,4.5536,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,8.13,29.17
489,belif,Milky Hydra Balancing Moisturizer ,38.0,56,4765,4.3214,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.18,7.72,9.0
490,Evian,Brumisateur¬Æ Natural Mineral Water Facial Spray,13.5,323,19422,4.3375,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.66,1.34,2.7
491,Murad,Resurgence¬Æ Age‚ÄìBalancing Moisture Broad Spectrum SPF 30,74.0,23,1748,4.3043,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.32,18.71,43.53
492,First Aid Beauty,Ultra Repair Tinted Moisturizer SPF 30 Customizable Kit,28.0,3,565,3.6667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,122.22,
493,Lanc√¥me,√ânergie de Vie The Overnight Recovery Sleeping Mask,66.0,124,4788,4.2419,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.59,3.42,25.38
494,Murad,Multi-Vitamin Infusion Oil,72.0,61,2925,4.4262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,7.26,72.0
495,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Time Reversing Cream,132.0,73,1829,4.2055,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.99,5.76,77.65
496,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,50.0,7,869,4.4286,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.81,63.27,29.41
497,Algenist,ELEVATE Advanced Lift Contouring Cream,96.0,32,1676,4.3438,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.91,13.57,48.0
498,Moroccanoil,Pure Argan Oil,52.0,12,4854,5.0,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,41.67,30.59
499,REN Clean Skincare,Bio Retinoid‚Ñ¢ Anti-Ageing Cream,69.0,56,4125,4.0714,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36,7.27,40.59
500,Mario Badescu,Buttermilk Moisturizer,18.0,10,2205,4.9,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.45,49.0,9.0
501,Erno Laszlo,Hydra-Therapy Memory Sleep Mask,95.0,64,4229,4.6719,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,7.3,70.37
502,Kiehl's Since 1851,Skin Tone Correcting & Beautifying BB Cream Sunscreen Broad Spectrum SPF 50,38.0,26,4473,3.7692,1.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,14.5,28.15
503,Shiseido,Benefiance NutriPerfect Night Cream,97.0,31,2404,4.6452,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.29,14.98,57.06
504,Caudalie,Vine[activ] 3-in-1 Vitamin C Anti-Wrinkle Moisturizer,44.0,32,2850,3.25,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.12,10.16,33.85
505,Dr. Brandt Skincare,pores no more¬Æ Mattifying Hydrator Pore Minimizing Gel,48.0,19,2338,4.2632,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,22.44,28.24
506,GLAMGLOW,DREAMDUO‚Ñ¢ Overnight Transforming Treatment,59.0,357,32247,4.2157,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.11,1.18,
507,Est√©e Lauder,Resilience Lift Night Lifting/Firming Face and Neck Creme,92.0,9,1346,3.8889,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,43.21,54.12
508,High Beauty,High Expectations Cannabis Seed Facial Oil,54.0,32,4474,4.6875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,14.65,54.0
509,KORRES,Greek Yoghurt Smoothie Priming Moisturiser,42.0,146,6257,4.0479,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.33,2.77,41.58
510,Origins,Dr. Andrew Weil For Origins‚ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,20.0,43,3675,4.093,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.17,9.52,5.88
511,Algenist,SPLASH Absolute Hydration Replenishing Gel Moisturizer,58.0,88,3153,4.0455,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.79,4.6,29.0
512,Charlotte Tilbury,Charlotte's Magic Cream Mini,29.0,32,6887,3.5312,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,11.04,58.0
513,REN Clean Skincare,And Now to Sleep Pillow Spray,25.0,70,6652,4.3286,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.05,6.18,10.0
514,Algenist,Hydrating Essence Toner,25.0,151,8646,4.3245,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.75,2.86,5.0
515,Lancer,The Method: Nourish Blemish Control,125.0,8,1614,3.625,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,45.31,73.53
516,AMOREPACIFIC,TIME RESPONSE Skin Reserve Cr√®me,150.0,1,231,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43,500.0,300.0
517,CLINIQUE,Clinique Smart Treatment Oil,44.5,36,4055,4.6389,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,12.89,44.5
518,CLINIQUE,Superdefense SPF 20 Age Defense Moisturizer Combination Oily to Oily,48.0,174,2296,3.9598,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.58,2.28,28.24
519,Est√©e Lauder,Enlighten Dark Spot Correcting Night Serum,98.0,49,5711,3.9592,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,8.08,57.65
520,Biossance,Squalane + Micronutrient Fine Mist,32.0,27,5215,4.3333,2.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52,16.05,12.65
521,Kiehl's Since 1851,Powerful Wrinkle Reducing Cream Sunscreen Broad Spectrum SPF 30,74.0,8,1207,3.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66,46.88,29.6
522,Shiseido,Future Solution LX Concentrated Balancing Softener,107.0,7,1096,5.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.64,71.43,18.77
523,Shiseido,Benefiance Concentrated Neck Contour Treatment,55.0,71,2654,3.9155,1.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,5.51,30.56
524,Moroccanoil,Face Lotion SPF 30,38.0,6,2060,4.6667,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,77.78,22.35
525,Dr. Dennis Gross Skincare,Firming Peptide Milk,68.0,27,4056,4.1852,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.67,15.5,68.0
526,Lanc√¥me,Visionnaire Nuit Beauty Sleep Perfector,92.0,77,4243,4.4156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.81,5.73,54.12
527,MILK MAKEUP,Hydrating Oil Stick,24.0,183,24767,4.1038,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,2.24,24.0
528,AMOREPACIFIC,Botanical Radiance Oil,105.0,46,1848,3.7826,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,8.22,105.0
529,Kiehl's Since 1851,Clearly Corrective‚ Brightening & Soothing Treatment Water,45.0,15,4171,4.7333,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36,31.56,6.62
530,Murad,The Power of Hydration,60.0,12,1579,4.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76,37.5,60.0
531,Perricone MD,Multi-Action Overnight Intensive Firming Mask,99.0,229,1842,4.2707,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.43,1.86,49.5
532,Eve Lom,WHITE Brightening Cream,110.0,12,1892,4.5833,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.63,38.19,64.71
533,bareMinerals,ETERNALIXIR‚Ñ¢ Skin-Volumizing Oil Serum,55.0,18,3918,4.4444,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,24.69,55.0
534,Lanc√¥me,Hydra Zen Anti-Stress Moisturizing Face Cream,48.0,56,1649,4.2857,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4,7.65,28.24
535,boscia,Rosewater Mist with Witch Hazel,24.0,36,6233,4.1667,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.58,11.57,5.07
536,Clarins,Santal Face Treatment Oil,59.0,18,4335,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,27.78,59.0
537,KORRES,Black Pine Antiaging Firming & Lifting Sleeping Facial,68.0,30,2128,3.3667,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.41,11.22,50.37
538,Origins,A Perfect World‚Ñ¢ Antioxidant Moisturizer with White Tea,45.0,16,2440,4.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66,25.0,26.47
539,Algenist,Advanced Anti-Aging Repairing Oil,82.0,223,7261,4.4215,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,1.98,82.0
540,Murad,Essential-C Night Moisture,65.0,85,4654,4.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.83,4.94,38.24
541,DERMAdoctor,Calm Cool & Corrected,85.0,275,4386,4.0145,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.27,1.46,50.0
542,Murad,City Skin Overnight Detox Moisturizer,72.0,46,3585,3.9565,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.28,8.6,42.35
543,Kiehl's Since 1851,Iris Extract Activating Treatment Essence,45.0,15,4878,4.4667,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.31,29.78,6.62
544,KORRES,After Sun Greek Yoghurt Cooling Gel for Face and Body,26.0,326,9439,4.589,5.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.45,1.41,5.13
545,tarte,Radiance Drops - Rainforest of the Sea‚Ñ¢ Collection,32.0,285,42358,3.7088,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1.3,32.0
